usbr_id,USBR_PE,tz,obs_desc,site_desc
RIWI,OB,M,Air Temperature - Deg. F,Ririe Dam Weather Station
RIWI,PC,M,"PRECIP, CUMULATIVE (INCHES OF WATER) (12""Belfort)",Ririe Dam Weather Station
ROMO,GH,M,Gauge Height - Feet,"Owyhee River near Rome, OR"
ROMO,Q,M,Discharge - CFS,"Owyhee River near Rome, OR"
ROZW,CH,P,"CANAL STAGE, INST. (FEET)",ROZA CANAL AT 11.0 MILE
ROZW,QC,P,"DISCHARGE, CANAL DIVERSION (KCFS)",ROZA CANAL AT 11.0 MILE
RPTI,OB,M,Air Temperature - Deg. F,Rupert
RPTI,PC,M,"PRECIP, CUMULATIVE",Rupert
RRVO,CH,P,Canal Gage Height - Feet,Rogue River Valley Canal at Bradshaw Drop
RRVO,QC,P,Canal Discharge - cfs,Rogue River Valley Canal at Bradshaw Drop
RSA,AF,P,Reservoir Storage - Acre-Feet,"Reservoir A Near Lewiston Orchards, ID"
RSA,FB,P,Forebay Elevation - Feet,"Reservoir A Near Lewiston Orchards, ID"
RSA,OB,P,Air Temperature - Deg. F,"Reservoir A Near Lewiston Orchards, ID"
RSA,Q,P,Discharge - cfs,"Reservoir A Near Lewiston Orchards, ID"
RSCW,CH,P,Canal Gauge Height (feet),NEW RESERVATION CANAL
RSCW,QC,P,Canal Discharge - CFS,NEW RESERVATION CANAL
RXGI,OB,M,Air Temperature - Deg. F,Rexburg
RXGI,PC,M,"PRECIP, CUMULATIVE",Rexburg
RZCW,CH,P,Canal Gauge Height (feet),ROZA CANAL AT HEADWORKS
RZCW,QC,P,Canal Discharge - CFS,ROZA CANAL AT HEADWORKS
SALY,GH,M,Gauge Height - Feet,"Salt River above Reservoir near Etna, WY"
SALY,OB,M,Air Temperature - Deg. F,"Salt River above Reservoir near Etna, WY"
SALY,PC,M,"Precipitation, Cumulative - (tipping bucket)","Salt River above Reservoir near Etna, WY"
SALY,Q,M,Discharge - CFS,"Salt River above Reservoir near Etna, WY"
SAWO,GH,P,Gauge Height - Feet,S. Fork Big Butte Ck abv Willow Ck
SAWO,Q,P,Discharge - CFS,S. Fork Big Butte Ck abv Willow Ck
SBCO,GH,P,Gauge Height - Feet,"Mud Springs Creek near Gateway, OR"
SBCO,Q,P,Discharge - CFS,"Mud Springs Creek near Gateway, OR"
SBEO,CH,P,Canal Gauge Height (feet),"Columbia Exchange Canal near Hermiston, OR"
SBEO,QC,P,Canal Discharge - CFS,"Columbia Exchange Canal near Hermiston, OR"
SBMW,OB,P,Air Temperature - Deg. F,Seven Bays Marina
SBMW,PC,P,"PRECIP, CUMULATIVE",Seven Bays Marina
SCLO,GH,P,Gauge Height - Feet,"Scoggins Creek above Henry Hagg Lake, OR"
SCLO,Q,P,Discharge - CFS,"Scoggins Creek above Henry Hagg Lake, OR"
SCO,AF,P,Reservoir Storage - Acre-Feet,"Scoggins Dam & Henry Hagg Lake nr Forest Grove, OR"
SCO,FB,P,Forebay Elevation - Feet,"Scoggins Dam & Henry Hagg Lake nr Forest Grove, OR"
SCOO,GH,P,Gauge Height - Feet,"Scoggins Creek below Henry Hagg Lake, Oregon"
SCOO,OB,P,Air Temperature - Deg. F,"Scoggins Creek below Henry Hagg Lake, Oregon"
SCOO,PC,P,"PRECIP, CUMULATIVE (INCHES OF WATER) (heated tipping bucket)","Scoggins Creek below Henry Hagg Lake, Oregon"
SCOO,Q,P,Discharge - CFS,"Scoggins Creek below Henry Hagg Lake, Oregon"
SDCO,GH,P,Gage Height - Feet,"Soda Creek at Howard Prairie Delivery Canal, OR"
SDCO,Q,P,Discharge - cfs,"Soda Creek at Howard Prairie Delivery Canal, OR"
SELM,OB,M,Air Temperature - Deg. F,Seeley Lake Ranger Station
SELM,PC,M,"PRECIP, CUMMULATIVE (INCHES OF WATER) (20""FP NWS)",Seeley Lake Ranger Station
SFBO,CH,P,Canal Stage - Feet,"South Fork Little Butte Creek Canal nr Lakecreek, OR"
SFBO,PC,P,,"South Fork Little Butte Creek Canal nr Lakecreek, OR"
SFBO,QC,P,"Canal discharge, cfs","South Fork Little Butte Creek Canal nr Lakecreek, OR"
SFLO,GH,P,Gauge Height - Feet,"South Fork Little Butte Creek at Mouth, OR"
SFLO,Q,P,Discharge - cfs,"South Fork Little Butte Creek at Mouth, OR"
SHYI,GH,M,Gauge Height - Feet,"Snake River near Shelley, ID"
SHYI,Q,M,Discharge - CFS,"Snake River near Shelley, ID"
SIGM,OB,M,Air Temperature - Deg. F,St. Ignatius
SIGM,PC,M,"PRECIP, CUMULATIVE",St. Ignatius
SILW,OB,P,Air Temperature - Deg. F,Silcott Island
SILW,PC,P,"PRECIP, CUMULATIVE",Silcott Island
SKRY,OB,M,Air Temperature - Deg. F,"Snake River Station, WY"
SKRY,PC,M,Precipitation - Inches,"Snake River Station, WY"
SLBO,CH,P,Canal Gauge Height (feet),"SF Little Butte Cr Collection Canal nr Pinehurst, OR"
SLBO,QC,P,Canal Discharge - CFS,"SF Little Butte Cr Collection Canal nr Pinehurst, OR"
SMCI,CH,M,Canal Gauge Height (feet),Minidoka Southside Canal
SMCI,QC,M,Canal Discharge - CFS,Minidoka Southside Canal
SNAI,GH,M,Gauge Height - Feet,"Snake River at Blackfoot, ID"
SNAI,Q,M,Discharge - CFS,"Snake River at Blackfoot, ID"
SNCW,CH,P,Canal Gauge Height (feet),SUNNYSIDE CANAL
SNCW,QC,P,Canal Discharge - CFS,SUNNYSIDE CANAL
SOL,AF,P,Reservoir Storage - Acre-Feet,Soldiers Meadow Reservoir
SOL,FB,P,Forebay Elevation - Feet,Soldiers Meadow Reservoir
SOL,GH,P,"Gage Height, 5' Cipoletti Weir, Feet",Soldiers Meadow Reservoir
SOL,OB,P,Air Temperature - Degrees F,Soldiers Meadow Reservoir
SOL,Q,P,Discharge - CFS,Soldiers Meadow Reservoir
SOUW,CH,P,Canal Gauge Height (feet),SOUTH NACHES CHANNEL COMPANY CANAL
SOUW,QC,P,Canal Discharge - CFS,SOUTH NACHES CHANNEL COMPANY CANAL
SQSO,GH,P,Gauge Height - Feet,"Whychus Creek at Sisters, OR"
SQSO,Q,P,"Discharge, CFS","Whychus Creek at Sisters, OR"
SUCW,GH,P,Gauge Height - Feet,SULPHUR CREEK AT HOLIDAY ROAD NEAR SUNNYSIDE
SUCW,Q,P,Discharge - CFS,SULPHUR CREEK AT HOLIDAY ROAD NEAR SUNNYSIDE
SUMM,OB,M,Air Temperature - Deg. F,"Summit, MT"
SUMM,PC,M,"PRECIP, CUMMULATIVE, (INCHES OF WATER) (20""FP NWS)","Summit, MT"
SWCO,CH,P,Canal Gauge Height (feet),Swalley Canal
SWCO,QC,P,Canal Discharge - CFS,Swalley Canal
SWII,QC,M,remaining flow in drain (-) or flow from river (+),"South West Irr Dist Diversion Burley Main Drain, ID"
SWLM,OB,M,Air Temperature - Deg. F,Swan Lake
SWLM,PC,M,"PRECIP, CUMMULATIVE, (INCHES OF WATER) (20""FP NWS)",Swan Lake
TALO,CH,P,Canal Stage - Feet,Talent Lateral near Ashland
TALO,QC,P,Canal Discharge - CFS,Talent Lateral near Ashland
TCBW,GH,P,Gauge Height - Feet,TANEUM Creek nr Brain Ranch
TEAI,GH,M,Gauge Height - Feet,"Teton River near St. Anthony, ID"
TEAI,Q,M,Discharge - CFS,"Teton River near St. Anthony, ID"
TEAW,GH,P,Gauge Height - Feet,TEANAWAY RIVER BELOW LAMBERT ROAD
TEAW,Q,P,Discharge - CFS,TEANAWAY RIVER BELOW LAMBERT ROAD
TFCO,QC,P,Diversion Discharge - CFS (flowmeter),Tumalo Feed Canal (2 Flow Meters)
THF,AF,P,Reservoir Storage - Acre-Feet,"Thief Valley Dam and Reservoir near North Powder, OR"
THF,FB,P,Forebay Elevation - Feet,"Thief Valley Dam and Reservoir near North Powder, OR"
THF,GH,P,Gauge Height - Feet,"Thief Valley Dam and Reservoir near North Powder, OR"
THF,Q,P,Discharge - CFS,"Thief Valley Dam and Reservoir near North Powder, OR"
TICW,GH,P,Gauge Height - Feet,TIETON RIVER NEAR TIETON CANAL HEADWORKS
TICW,OB,P,Air Temperature - Deg. F,TIETON RIVER NEAR TIETON CANAL HEADWORKS
TICW,PC,P,"PRECIP, CUMULATIVE (INCHES OF WATER)",TIETON RIVER NEAR TIETON CANAL HEADWORKS
TICW,Q,P,Discharge - CFS,TIETON RIVER NEAR TIETON CANAL HEADWORKS
TIEW,CH,P,Canal Gauge Height (feet),TIETON CANAL
TIEW,QC,P,Canal Discharge - CFS,TIETON CANAL
TNAW,GH,P,Gauge Height - Feet,"TEANAWAY RIVER AT FORKS NEAR CLE ELUM, WA"
TNAW,OB,P,Air Temperature - Deg. F,"TEANAWAY RIVER AT FORKS NEAR CLE ELUM, WA"
TNAW,PC,P,"PRECIP, CUMULATIVE (INCHES OF WATER)","TEANAWAY RIVER AT FORKS NEAR CLE ELUM, WA"
TNAW,Q,P,Discharge - CFS,"TEANAWAY RIVER AT FORKS NEAR CLE ELUM, WA"
TNCM,GH,M,Gauge Height - Feet,"South Fork Flathead River near Twincreek, MT"
TNCM,Q,M,Discharge - CFS,"South Fork Flathead River near Twincreek, MT"
TRGO,GH,P,Gauge Height - Feet,"Trout Creek at Clements Drive near Gateway, OR"
TRGO,OB,P,Air Temperature - Deg. F,"Trout Creek at Clements Drive near Gateway, OR"
TRGO,Q,P,"Discharge, CFS","Trout Creek at Clements Drive near Gateway, OR"
TUMO,GH,P,Gage Height - Feet,"Tumalo Creek blw Tumalo Feed Canal nr Bend, OR"
TUMO,Q,P,"Discharge, CFS","Tumalo Creek blw Tumalo Feed Canal nr Bend, OR"
TWFI,OB,M,Air Temperature - Deg. F,Twin Falls (Kimberly)
TWFI,PC,M,"PRECIP, CUMULATIVE",Twin Falls (Kimberly)
UMAO,GH,P,Gauge Height - Feet,"Umatilla River near Umatilla, OR"
UMAO,Q,P,Discharge - CFS,"Umatilla River near Umatilla, OR"
UMDO,GH,P,Gauge Height - Feet,"Umatilla River at I-84 near Stanfield, OR"
UMDO,Q,P,Discharge - CFS,"Umatilla River at I-84 near Stanfield, OR"
UMMO,GH,P,Gauge Height - Feet,Umatilla River blw Maxwell canal nr Hermiston
UMMO,QC,P,Maxwell Canal Flow Above Fish Screen - CFS,Umatilla River blw Maxwell canal nr Hermiston
UMMO,Q,P,Discharge - CFS,Umatilla River blw Maxwell canal nr Hermiston
UMTO,GH,P,Gauge Height - Feet,Umatilla River at City of Hermiston W.W. Treatment P
UMTO,Q,P,Discharge - CFS,Umatilla River at City of Hermiston W.W. Treatment P
UMTW,GH,P,Gauge Height - Feet,"YAKIMA RIVER NEAR UMTANUM ,WA."
UMTW,Q,P,Discharge - CFS,"YAKIMA RIVER NEAR UMTANUM ,WA."
UMUO,GH,P,Gauge Height - Feet,"Umatilla River nr Echo, OR"
UMUO,Q,P,Discharge - CFS,"Umatilla River nr Echo, OR"
UNY,AF,P,Reservoir Storage - Acre-Feet,"Unity Reservoir and Burnt River near Unity, Oregon"
UNY,FB,P,Forebay Elevation - Feet,"Unity Reservoir and Burnt River near Unity, Oregon"
UNY,GH,P,Gauge Height - Feet,"Unity Reservoir and Burnt River near Unity, Oregon"
UNY,OB,P,Air Temperature - Deg. F,"Unity Reservoir and Burnt River near Unity, Oregon"
UNY,PC,P,"PRECIP, CUMULATIVE (INCHES OF WATER) (12""Belfort)","Unity Reservoir and Burnt River near Unity, Oregon"
UNY,Q,P,Discharge - CFS,"Unity Reservoir and Burnt River near Unity, Oregon"
VALO,GH,M,Gauge Height - Feet,"Malheur River below Nevada Dam near Vale, OR"
VALO,Q,M,Discharge - CFS,"Malheur River below Nevada Dam near Vale, OR"
VLVI,OB,M,Air Temperature - Deg. F,Valley View
VLVI,PC,M,"Precipitation, Cumulative, Inches of Water (30in Belfort)",Valley View
WAH,AF,P,Reservoir Storage - Acre-Feet,"Lake Waha, ID"
WAH,FB,P,Forebay Elevation - Feet,"Lake Waha, ID"
WAH,QC,P,Lake Waha Pump Discharge - CFS,"Lake Waha, ID"
WAR,AF,M,Reservoir Storage - Acre-Feet,"Warm Springs Dam and Reservoir nr Riverside, OR"
WAR,FB,M,Forebay Elevation - Feet,"Warm Springs Dam and Reservoir nr Riverside, OR"
WARO,GH,M,Gauge Height - Feet,"Malheur River bel Warm Springs Res nr Riverside, OR"
WARO,OB,M,Air Temperature - Deg. F,"Malheur River bel Warm Springs Res nr Riverside, OR"
WARO,PC,M,"PRECIP, CUMULATIVE (INCHES OF WATER) (12""Belfort)","Malheur River bel Warm Springs Res nr Riverside, OR"
WARO,Q,M,Discharge - CFS,"Malheur River bel Warm Springs Res nr Riverside, OR"
WAS,AF,P,Reservoir Storage - Acre-Feet,"Clear Lake nr Government Camp (Wasco Dam), OR"
WAS,FB,P,Forebay Elevation - Feet (Accubar),"Clear Lake nr Government Camp (Wasco Dam), OR"
WAS,GH,P,Gauge Height - Feet,"Clear Lake nr Government Camp (Wasco Dam), OR"
WAS,Q,P,Discharge - cfs,"Clear Lake nr Government Camp (Wasco Dam), OR"
WBCO,GH,P,Gauge Height - Feet,"West Birch Creek at Pilot Rock, OR"
WBCO,OB,P,Air Temperature - Degrees F,"West Birch Creek at Pilot Rock, OR"
WBCO,Q,P,Discharge in CFS,"West Birch Creek at Pilot Rock, OR"
WBFI,CH,M,Canal Gauge Height (feet),"Willow Creek Below Floodway Channel nr. Ucon, ID"
WBFI,QC,M,Canal Discharge - CFS,"Willow Creek Below Floodway Channel nr. Ucon, ID"
WCAO,GH,P,Gauge Height - Feet,"Willow Creek above Willow Lake near Butte Falls, OR"
WCAO,Q,P,flow cfs,"Willow Creek above Willow Lake near Butte Falls, OR"
WCBO,GH,P,Gauge Height - Feet,"Willow Creek nr Butte Falls, OR"
WCBO,Q,P,flow cfs,"Willow Creek nr Butte Falls, OR"
WCDO,GH,P,Gauge Height - Feet,"Willow Creek Dam Outlet near Butte Falls, OR"
WCDO,Q,P,flow cfs,"Willow Creek Dam Outlet near Butte Falls, OR"
WEIO,CH,P,Canal Gauge Height (feet),West Div Main Canal bel WEID Pumps nr Umatilla OR
WEIO,QC,P,Canal Discharge - CFS,West Div Main Canal bel WEID Pumps nr Umatilla OR
WEPO,CH,P,Canal Stage - Feet,"WEID Exchange Pump Plant near Umatilla, OR"
WEPO,QC,P,Canal Discharge - CFS,"WEID Exchange Pump Plant near Umatilla, OR"
WESO,CH,P,Canal Gauge Height (feet),"Westland Canal near Echo, OR"
WESO,QC,P,Canal Discharge - CFS,"Westland Canal near Echo, OR"
WESW,CH,P,Canal Gauge Height (feet),WESTSIDE CANAL
WESW,QC,P,Canal Discharge - CFS,WESTSIDE CANAL
WEUO,AF,P,,"West Division Main Canal near Umatilla, OR"
WEUO,CH,P,Canal Gauge Height (feet),"West Division Main Canal near Umatilla, OR"
WEUO,FB,P,Forebay Elevation - Feet,"West Division Main Canal near Umatilla, OR"
WEUO,QC,P,Canal Discharge - CFS,"West Division Main Canal near Umatilla, OR"
WGLM,OB,M,Air Temperature - Deg. F,"West Glacier, MT"
WGLM,PC,M,"PRECIP, CUMMULATIVE, (INCHES OF WATER) (20""FP NWS)","West Glacier, MT"
WIC,AF,P,Reservoir Storage - Acre-Feet,"Wickiup Reservoir near LaPine, OR"
WIC,FB,P,Forebay Elevation - Feet,"Wickiup Reservoir near LaPine, OR"
WICO,GH,P,Gage Height - Feet,"Deschutes River below Wickiup Res., OR"
WICO,Q,P,Discharge - CFS,"Deschutes River below Wickiup Res., OR"
WICOWQ,GH,P,Sensor depth - (ft),Water Quality Deschutes River below Wickiup
WIFI,GH,M,Gauge Height - Feet,"Sand Creek above Willow Creek Diversion nr Ukon, ID"
WIFI,Q,M,Discharge - CFS,"Sand Creek above Willow Creek Diversion nr Ukon, ID"
WILI,CH,M,Canal Gauge Height (feet),"Willow Creek Floodway Channel nr Ukon, ID"
WILI,GH,M,Gauge Height - Feet,"Willow Creek Floodway Channel nr Ukon, ID"
WILI,QC,M,Canal Discharge - CFS,"Willow Creek Floodway Channel nr Ukon, ID"
WILI,Q,M,Discharge - CFS,"Willow Creek Floodway Channel nr Ukon, ID"
WIWO,OB,P,Air Temperature - Deg. F,"Wickiup Weather Station, OR"
WIWO,PC,P,"PRECIP, CUMULATIVE (INCHES OF WATER) (12""Belfort)","Wickiup Weather Station, OR"
WLBO,AF,P,,"Willow Lake nr Butte Falls, OR"
WLBO,FB,P,Forebay Elevation - Feet,"Willow Lake nr Butte Falls, OR"
WLBO,OB,P,Air Temperature - Deg. F,"Willow Lake nr Butte Falls, OR"
WMJO,CH,P,Canal Gauge Height (feet),West Main Canal at Jacksonville
WMJO,QC,P,Canal Discharge - cfs,West Main Canal at Jacksonville
WOD,AF,M,Reservoir Storage - Acre-Feet,"Little Wood Dam and Reservoir near Carey, ID"
WOD,FB,M,Forebay Elevation - Feet,"Little Wood Dam and Reservoir near Carey, ID"
WODI,GH,M,Gauge Height - Feet,"Little Wood River near Carey, ID"
WODI,OB,M,Air Temperature - Deg. F,"Little Wood River near Carey, ID"
WODI,PC,M,"PRECIP, CUMULATIVE (INCHES OF WATER) (30"" Belfort)","Little Wood River near Carey, ID"
WODI,Q,M,Discharge - CFS,"Little Wood River near Carey, ID"
WONW,GH,P,Gauge Height - Feet,"WILSON CREEK (THRALL RD.,KITTITAS VAL)"
WONW,Q,P,Discharge - CFS,"WILSON CREEK (THRALL RD.,KITTITAS VAL)"
WOPW,CH,P,"CANAL STAGE, INST. (FEET)",WAPATOX POWER CANAL
WOPW,QC,P,"DISCHARGE, CANAL DIVERSION (KCFS)",WAPATOX POWER CANAL
WSLO,GH,P,Gauge Height - Feet,"Tualatin River near West Linn, OR"
WSLO,Q,P,Discharge - CFS,"Tualatin River near West Linn, OR"
WTXI,GH,M,Gauge Height - Feet,"Willow Creek below Tex Creek near Ririe, ID"
WTXI,Q,M,Discharge - CFS,"Willow Creek below Tex Creek near Ririe, ID"
YGVW,GH,P,Gauge Height - Feet,"YAKIMA RIVER AT EUCLID RD. BR. NEAR GRANDVIEW,WA."
YGVW,Q,P,Discharge - CFS,"YAKIMA RIVER AT EUCLID RD. BR. NEAR GRANDVIEW,WA."
YRCW,GH,P,Gauge Height - Feet,YAKIMA RIVER AT CRYSTAL SPRINGS
YRCW,Q,P,Discharge - CFS,YAKIMA RIVER AT CRYSTAL SPRINGS
YRPW,GH,P,Gauge Height - Feet,"YAKIMA RIVER NEAR PROSSER ,WA."
YRPW,OB,P,Air Temperature - Deg. F,"YAKIMA RIVER NEAR PROSSER ,WA."
YRPW,Q,P,Discharge - CFS,"YAKIMA RIVER NEAR PROSSER ,WA."
YRWW,GH,P,Gauge Height - Feet,"YAKIMA RIVER NEAR HORLICK ,WA."
YRWW,Q,P,Discharge - CFS,"YAKIMA RIVER NEAR HORLICK ,WA."
YUMW,GH,P,"GAGE HEIGHT, INSTANTANEOUS (FEET)","YAKIMA RIVER AT CLE ELUM , WA."
YUMW,Q,P,Discharge - CFS,"YAKIMA RIVER AT CLE ELUM , WA."
